id,name_th,name_en,district_id,zipcode
1,คลองมหานาค,คลองมหานาค,1,10100
2,บ้านบาตร,บ้านบาตร,1,10100
3,ป้อมปราบ,ป้อมปราบ,1,10100
4,วัดเทพศิรินทร์,วัดเทพศิรินทร์,1,10100
5,วัดโสมนัส,วัดโสมนัส,1,10100
6,จักรวรรดิ์,จักรวรรดิ์,2,10100
7,ตลาดน้อย,ตลาดน้อย,2,10100
8,สัมพันธวงศ์,สัมพันธวงศ์,2,10100
9,คลองตัน,คลองตัน,3,10110
10,คลองเตย,คลองเตย,3,10110
11,พระโขนง,พระโขนง,3,10110
12,คลองตันเหนือ,คลองตันเหนือ,4,10110
13,คลองเตยเหนือ,คลองเตยเหนือ,4,10110
14,พระโขนงเหนือ,พระโขนงเหนือ,4,10110
15,บางคอแหลม,บางคอแหลม,5,10120
16,บางโคล่,บางโคล่,5,10120
17,วัดพระยาไกร,วัดพระยาไกร,5,10120
18,ช่องนนทรี,ช่องนนทรี,6,10120
19,บางโพงพาง,บางโพงพาง,6,10120
20,ทุ่งมหาเมฆ,ทุ่งมหาเมฆ,7,10120
21,ทุ่งวัดดอน,ทุ่งวัดดอน,7,10120
22,ยานนาวา,ยานนาวา,7,10120
23,ทุ่งครุ,ทุ่งครุ,8,10140
24,บางมด,บางมด,8,10140
25,บางปะกอก,บางปะกอก,9,10140
26,ราษฎร์บูรณะ,ราษฎร์บูรณะ,9,10140
27,จอมทอง,จอมทอง,10,10150
28,บางขุนเทียน,บางขุนเทียน,10,10150
29,บางค้อ,บางค้อ,10,10150
30,บางมด,บางมด,10,10150
31,ท่าข้าม,ท่าข้าม,11,10150
32,แสมดำ,แสมดำ,11,10150
33,บางบอน,บางบอน,12,10150
34,บางแค,บางแค,13,10160
35,บางแคเหนือ,บางแคเหนือ,13,10160
36,บางไผ่,บางไผ่,13,10160
37,หลักสอง,หลักสอง,13,10160
38,คลองขวาง,คลองขวาง,14,10160
39,คูหาสวรรค์,คูหาสวรรค์,14,10160
40,บางจาก,บางจาก,14,10160
41,บางด้วน,บางด้วน,14,10160
42,บางหว้า,บางหว้า,14,10160
43,บางแวก,บางแวก,14,10160
44,ปากคลองภาษีเจริญ,ปากคลองภาษีเจริญ,14,10160
45,หนองค้างพลู,หนองค้างพลู,15,10160
46,หนองแขม,หนองแขม,15,10160
47,คลองชักพระ,คลองชักพระ,16,10170
48,ฉิมพลี,ฉิมพลี,16,10170
49,ตลิ่งชัน,ตลิ่งชัน,16,10170
50,บางพรม,บางพรม,16,10170
51,บางระมาด,บางระมาด,16,10170
52,บางเชือกหนัง,บางเชือกหนัง,16,10170
53,ทวีวัฒนา,ทวีวัฒนา,17,10170
54,ศาลาธรรมสพน์,ศาลาธรรมสพน์,17,10170
55,ชนะสงคราม,ชนะสงคราม,18,10200
56,ตลาดยอด,ตลาดยอด,18,10200
57,บวรนิเวศ,บวรนิเวศ,18,10200
58,บางขุนพรหม,บางขุนพรหม,18,10200
59,บ้านพานถม,บ้านพานถม,18,10200
60,พระบรมมหาราชวัง,พระบรมมหาราชวัง,18,10200
61,วังบูรพาภิรมย์,วังบูรพาภิรมย์,18,10200
62,วัดราชบพิธ,วัดราชบพิธ,18,10200
63,วัดสามพระยา,วัดสามพระยา,18,10200
64,ศาลเจ้าพ่อเสือ,ศาลเจ้าพ่อเสือ,18,10200
65,สำราญราษฎร์,สำราญราษฎร์,18,10200
66,เสาชิงช้า,เสาชิงช้า,18,10200
67,ดอนเมือง,ดอนเมือง,19,10210
68,สนามบิน,สนามบิน,19,10210
69,สีกัน,สีกัน,19,10210
70,ตลาดบางเขน,ตลาดบางเขน,20,10210
71,ทุ่งสองห้อง,ทุ่งสองห้อง,20,10210
72,ท่าแร้ง,ท่าแร้ง,21,10220
73,อนุสาวรีย์,อนุสาวรีย์,21,10220
74,คลองถนน,คลองถนน,22,10220
75,สายไหม,สายไหม,22,10220
76,ออเงิน,ออเงิน,22,10220
77,คันนายาว,คันนายาว,23,10230
78,รามอินทรา,รามอินทรา,23,10230
79,คลองกุ่ม,คลองกุ่ม,24,10230
80,นวลจันทร์,นวลจันทร์,24,10230
81,จรเข้บัว,จรเข้บัว,25,10230
82,ลาดพร้าว,ลาดพร้าว,25,10230
83,คลองจั่น,คลองจั่น,26,10240
84,หัวหมาก,หัวหมาก,26,10240
85,นวมินทร์,นวมินทร์,24,10240
86,สะพานสูง,สะพานสูง,27,10240
87,ดอกไม้,ดอกไม้,28,10250
88,ประเวศ,ประเวศ,28,10250
89,หนองบอน,หนองบอน,28,10250
90,สวนหลวง,สวนหลวง,29,10250
91,บางนา,บางนา,30,10260
92,พระโขนงใต้,พระโขนงใต้,31,10260
93,บางจาก,บางจาก,31,10260
94,ดุสิต,ดุสิต,32,10300
95,ถนนนครไชยศรี,ถนนนครไชยศรี,32,10300
96,วชิรพยาบาล,วชิรพยาบาล,32,10300
97,สวนจิตรลดา,สวนจิตรลดา,32,10300
98,สี่แยกมหานาค,สี่แยกมหานาค,32,10300
99,คลองเจ้าคุณสิงห์,คลองเจ้าคุณสิงห์,33,10310
100,พลับพลา,พลับพลา,33,10310
101,วังทองหลาง,วังทองหลาง,33,10310
102,สะพานสอง,สะพานสอง,33,10310
103,บางกะปิ,บางกะปิ,34,10310
104,สามเสนนอก,สามเสนนอก,34,10310
105,ห้วยขวาง,ห้วยขวาง,34,10310
106,ปทุมวัน,ปทุมวัน,35,10330
107,รองเมือง,รองเมือง,35,10330
108,ลุมพินี,ลุมพินี,35,10330
109,วังใหม่,วังใหม่,35,10330
110,ดินแดง,ดินแดง,36,10400
111,สามเสนใน,สามเสนใน,37,10400
112,ถนนพญาไท,ถนนพญาไท,38,10400
113,ถนนเพชรบุรี,ถนนเพชรบุรี,38,10400
114,ทุ่งพญาไท,ทุ่งพญาไท,38,10400
115,มักกะสัน,มักกะสัน,38,10400
116,บางรัก,บางรัก,39,10500
117,มหาพฤฒาราม,มหาพฤฒาราม,39,10500
118,สีลม,สีลม,39,10500
119,สี่พระยา,สี่พระยา,39,10500
120,สุริยวงศ์,สุริยวงศ์,39,10500
121,ทรายกองดิน,ทรายกองดิน,40,10510
122,ทรายกองดินใต้,ทรายกองดินใต้,40,10510
123,บางชัน,บางชัน,40,10510
124,สามวาตะวันตก,สามวาตะวันตก,40,10510
125,สามวาตะวันออก,สามวาตะวันออก,40,10510
126,มีนบุรี,มีนบุรี,41,10510
127,แสนแสบ,แสนแสบ,41,10510
128,ขุมทอง,ขุมทอง,42,10520
129,คลองสองต้นนุ่น,คลองสองต้นนุ่น,42,10520
130,คลองสามประเวศ,คลองสามประเวศ,42,10520
131,ทับยาว,ทับยาว,42,10520
132,ลาดกระบัง,ลาดกระบัง,42,10520
133,ลำปลาทิว,ลำปลาทิว,42,10520
134,กระทุ่มราย,กระทุ่มราย,43,10530
135,คลองสิบ,คลองสิบ,43,10530
136,คลองสิบสอง,คลองสิบสอง,43,10530
137,คู้ฝั่งเหนือ,คู้ฝั่งเหนือ,43,10530
138,ลำต้อยติ่ง,ลำต้อยติ่ง,43,10530
139,ลำผักชี,ลำผักชี,43,10530
140,หนองจอก,หนองจอก,43,10530
141,โคกแฝด,โคกแฝด,43,10530
142,คลองต้นไทร,คลองต้นไทร,44,10600
143,คลองสาน,คลองสาน,44,10600
144,บางลำภูล่าง,บางลำภูล่าง,44,10600
145,สมเด็จเจ้าพระยา,สมเด็จเจ้าพระยา,44,10600
146,ดาวคะนอง,ดาวคะนอง,45,10600
147,ตลาดพลู,ตลาดพลู,45,10600
148,บางยี่เรือ,บางยี่เรือ,45,10600
149,บุคคโล,บุคคโล,45,10600
150,วัดกัลยาณ์,วัดกัลยาณ์,45,10600
151,สำเหร่,สำเหร่,45,10600
152,หิรัญรูจี,หิรัญรูจี,45,10600
153,วัดท่าพระ,วัดท่าพระ,46,10600
154,วัดอรุณ,วัดอรุณ,46,10600
155,บางขุนนนท์,บางขุนนนท์,47,10700
156,บางขุนศรี,บางขุนศรี,47,10700
157,บ้านช่างหล่อ,บ้านช่างหล่อ,47,10700
158,ศิริราช,ศิริราช,47,10700
159,อรุณอมรินทร์,อรุณอมรินทร์,47,10700
160,บางบำหรุ,บางบำหรุ,48,10700
161,บางพลัด,บางพลัด,48,10700
162,บางยี่ขัน,บางยี่ขัน,48,10700
163,บางอ้อ,บางอ้อ,48,10700
164,บางซื่อ,บางซื่อ,49,10800
165,วงศ์สว่าง,วงศ์สว่าง,49,10800
166,จตุจักร,จตุจักร,50,10900
167,จอมพล,จอมพล,50,10900
168,จันทรเกษม,จันทรเกษม,50,10900
169,ลาดยาว,ลาดยาว,50,10900
170,เสนานิคม,เสนานิคม,50,10900
171,ตลาด,ตลาด,51,10130
172,ทรงคนอง,ทรงคนอง,51,10130
173,บางกระสอบ,บางกระสอบ,51,10130
174,บางกอบัว,บางกอบัว,51,10130
175,บางกะเจ้า,บางกะเจ้า,51,10130
176,บางครุ,บางครุ,51,10130
177,บางจาก,บางจาก,51,10130
178,บางน้ำผึ้ง,บางน้ำผึ้ง,51,10130
179,บางพึ่ง,บางพึ่ง,51,10130
180,บางยอ,บางยอ,51,10130
181,บางหญ้าแพรก,บางหญ้าแพรก,51,10130
182,บางหัวเสือ,บางหัวเสือ,51,10130
183,สำโรง,สำโรง,51,10130
184,สำโรงกลาง,สำโรงกลาง,51,10130
185,สำโรงใต้,สำโรงใต้,51,10130
186,บางด้วน,บางด้วน,52,10270
187,บางเมือง,บางเมือง,52,10270
188,บางเมืองใหม่,บางเมืองใหม่,52,10270
189,บางโปรง,บางโปรง,52,10270
190,ปากน้ำ,ปากน้ำ,52,10270
191,สำโรงเหนือ,สำโรงเหนือ,52,10270
192,เทพารักษ์,เทพารักษ์,52,10270
193,ท้ายบ้าน,ท้ายบ้าน,52,10280
194,ท้ายบ้านใหม่,ท้ายบ้านใหม่,52,10280
195,บางปู,บางปู,52,10280
196,บางปูใหม่,บางปูใหม่,52,10280
197,แพรกษา,แพรกษา,52,10280
198,แพรกษาใหม่,แพรกษาใหม่,52,10280
199,นาเกลือ,นาเกลือ,53,10290
200,บ้านคลองสวน,บ้านคลองสวน,53,10290
201,ปากคลองบางปลากด,ปากคลองบางปลากด,53,10290
202,แหลมฟ้าผ่า,แหลมฟ้าผ่า,53,10290
203,ในคลองบางปลากด,ในคลองบางปลากด,53,10290
204,บางปลา,บางปลา,54,10540
205,บางพลีใหญ่,บางพลีใหญ่,54,10540
206,บางแก้ว,บางแก้ว,54,10540
207,บางโฉลง,บางโฉลง,54,10540
208,ราชาเทวะ,ราชาเทวะ,54,10540
209,หนองปรือ,หนองปรือ,54,10540
210,คลองด่าน,คลองด่าน,55,10550
211,คลองนิยมยาตรา,คลองนิยมยาตรา,55,10560
212,คลองสวน,คลองสวน,55,10560
213,บางบ่อ,บางบ่อ,55,10560
214,บางพลีน้อย,บางพลีน้อย,55,10560
215,บางเพรียง,บางเพรียง,55,10560
216,บ้านระกาศ,บ้านระกาศ,55,10560
217,เปร็ง,เปร็ง,55,10560
218,บางเสาธง,บางเสาธง,56,10570
219,ศีรษะจรเข้น้อย,ศีรษะจรเข้น้อย,56,10570
220,ศีรษะจรเข้ใหญ่,ศีรษะจรเข้ใหญ่,56,10570
221,ตลาดขวัญ,ตลาดขวัญ,57,11000
222,ท่าทราย,ท่าทราย,57,11000
223,บางกระสอ,บางกระสอ,57,11000
224,บางกร่าง,บางกร่าง,57,11000
225,บางรักน้อย,บางรักน้อย,57,11000
226,บางศรีเมือง,บางศรีเมือง,57,11000
227,บางเขน,บางเขน,57,11000
228,บางไผ่,บางไผ่,57,11000
229,สวนใหญ่,สวนใหญ่,57,11000
230,ไทรม้า,ไทรม้า,57,11000
231,บางคูรัด,บางคูรัด,58,11110
232,บางบัวทอง,บางบัวทอง,58,11110
233,บางรักพัฒนา,บางรักพัฒนา,58,11110
234,บางรักใหญ่,บางรักใหญ่,58,11110
235,พิมลราช,พิมลราช,58,11110
236,ละหาร,ละหาร,58,11110
237,ลำโพ,ลำโพ,58,11110
238,โสนลอย,โสนลอย,58,11110
239,คลองข่อย,คลองข่อย,59,11120
240,คลองพระอุดม,คลองพระอุดม,59,11120
241,คลองเกลือ,คลองเกลือ,59,11120
242,ท่าอิฐ,ท่าอิฐ,59,11120
243,บางตลาด,บางตลาด,59,11120
244,บางตะไนย์,บางตะไนย์,59,11120
245,บางพลับ,บางพลับ,59,11120
246,บางพูด,บางพูด,59,11120
247,บ้านใหม่,บ้านใหม่,59,11120
248,ปากเกร็ด,ปากเกร็ด,59,11120
249,อ้อมเกร็ด,อ้อมเกร็ด,59,11120
250,เกาะเกร็ด,เกาะเกร็ด,59,11120
251,บางกรวย,บางกรวย,60,11130
252,บางขนุน,บางขนุน,60,11130
253,บางขุนกอง,บางขุนกอง,60,11130
254,บางคูเวียง,บางคูเวียง,60,11130
255,บางสีทอง,บางสีทอง,60,11130
256,ปลายบาง,ปลายบาง,60,11130
257,มหาสวัสดิ์,มหาสวัสดิ์,60,11130
258,วัดชลอ,วัดชลอ,60,11130
259,ศาลากลาง,ศาลากลาง,60,11130
260,บางม่วง,บางม่วง,61,11140
261,บางเลน,บางเลน,61,11140
262,บางแม่นาง,บางแม่นาง,61,11140
263,บางใหญ่,บางใหญ่,61,11140
264,บ้านใหม่,บ้านใหม่,61,11140
265,เสาธงหิน,เสาธงหิน,61,11140
266,ขุนศรี,ขุนศรี,62,11150
267,คลองขวาง,คลองขวาง,62,11150
268,ทวีวัฒนา,ทวีวัฒนา,62,11150
269,ราษฎร์นิยม,ราษฎร์นิยม,62,11150
270,หนองเพรางาย,หนองเพรางาย,62,11150
271,ไทรน้อย,ไทรน้อย,62,11150
272,ไทรใหญ่,ไทรใหญ่,62,11150
273,บางกะดี,บางกะดี,63,12000
274,บางขะแยง,บางขะแยง,63,12000
275,บางคูวัด,บางคูวัด,63,12000
276,บางปรอก,บางปรอก,63,12000
277,บางพูด,บางพูด,63,12000
278,บางพูน,บางพูน,63,12000
279,บางหลวง,บางหลวง,63,12000
280,บางเดื่อ,บางเดื่อ,63,12000
281,บ้านกระแชง,บ้านกระแชง,63,12000
282,บ้านกลาง,บ้านกลาง,63,12000
283,บ้านฉาง,บ้านฉาง,63,12000
284,บ้านใหม่,บ้านใหม่,63,12000
285,สวนพริกไทย,สวนพริกไทย,63,12000
286,หลักหก,หลักหก,63,12000
287,บึงน้ำรักษ์,บึงน้ำรักษ์,64,12110
288,บึงสนั่น,บึงสนั่น,64,12110
289,รังสิต,รังสิต,64,12110
290,ลำผักกูด,ลำผักกูด,64,12110
291,คลองหก,คลองหก,64,12110
292,คลองสอง,คลองสอง,65,12120
293,คลองสาม,คลองสาม,65,12120
294,คลองสี่,คลองสี่,65,12120
295,คลองหก,คลองหก,65,12120
296,คลองหนึ่ง,คลองหนึ่ง,65,12120
297,คลองห้า,คลองห้า,65,12120
298,คลองเจ็ด,คลองเจ็ด,65,12120
299,บึงยี่โถ,บึงยี่โถ,64,12130
300,ประชาธิปัตย์,ประชาธิปัตย์,64,12130
301,คูคต,คูคต,66,12130
302,คลองพระอุดม,คลองพระอุดม,67,12140
303,คูขวาง,คูขวาง,67,12140
304,คูบางหลวง,คูบางหลวง,67,12140
305,บ่อเงิน,บ่อเงิน,67,12140
306,ระแหง,ระแหง,67,12140
307,ลาดหลุมแก้ว,ลาดหลุมแก้ว,67,12140
308,หน้าไม้,หน้าไม้,67,12140
309,บึงคอไห,บึงคอไห,66,12150
310,บึงคำพร้อย,บึงคำพร้อย,66,12150
311,บึงทองหลาง,บึงทองหลาง,66,12150
312,พืชอุดม,พืชอุดม,66,12150
313,ลาดสวาย,ลาดสวาย,66,12150
314,ลำลูกกา,ลำลูกกา,66,12150
315,ลำไทร,ลำไทร,66,12150
316,กระแชง,กระแชง,68,12160
317,คลองควาย,คลองควาย,68,12160
318,ท้ายเกาะ,ท้ายเกาะ,68,12160
319,บางกระบือ,บางกระบือ,68,12160
320,บางเตย,บางเตย,68,12160
321,บางโพธิ์เหนือ,บางโพธิ์เหนือ,68,12160
322,บ้านงิ้ว,บ้านงิ้ว,68,12160
323,บ้านปทุม,บ้านปทุม,68,12160
324,สามโคก,สามโคก,68,12160
325,เชียงรากน้อย,เชียงรากน้อย,68,12160
326,เชียงรากใหญ่,เชียงรากใหญ่,68,12160
327,นพรัตน์,นพรัตน์,69,12170
328,บึงกาสาม,บึงกาสาม,69,12170
329,บึงชำอ้อ,บึงชำอ้อ,69,12170
330,บึงบอน,บึงบอน,69,12170
331,บึงบา,บึงบา,69,12170
332,ศาลาครุ,ศาลาครุ,69,12170
333,หนองสามวัง,หนองสามวัง,69,12170
334,กะมัง,กะมัง,70,13000
335,คลองตะเคียน,คลองตะเคียน,70,13000
336,คลองสระบัว,คลองสระบัว,70,13000
337,คลองสวนพลู,คลองสวนพลู,70,13000
338,ท่าวาสุกรี,ท่าวาสุกรี,70,13000
339,บ้านป้อม,บ้านป้อม,70,13000
340,บ้านรุน,บ้านรุน,70,13000
341,บ้านเกาะ,บ้านเกาะ,70,13000
342,บ้านใหม่,บ้านใหม่,70,13000
343,ประตูชัย,ประตูชัย,70,13000
344,ปากกราน,ปากกราน,70,13000
345,ภูเขาทอง,ภูเขาทอง,70,13000
346,ลุมพลี,ลุมพลี,70,13000
347,วัดตูม,วัดตูม,70,13000
348,สวนพริก,สวนพริก,70,13000
349,สำเภาล่ม,สำเภาล่ม,70,13000
350,หอรัตนไชย,หอรัตนไชย,70,13000
351,หันตรา,หันตรา,70,13000
352,หัวรอ,หัวรอ,70,13000
353,เกาะเรียน,เกาะเรียน,70,13000
354,ไผ่ลิง,ไผ่ลิง,70,13000
355,ชายนา,ชายนา,71,13110
356,ดอนทอง,ดอนทอง,71,13110
357,บางนมโค,บางนมโค,71,13110
358,บ้านกระทุ่ม,บ้านกระทุ่ม,71,13110
359,บ้านหลวง,บ้านหลวง,71,13110
360,บ้านแถว,บ้านแถว,71,13110
361,บ้านแพน,บ้านแพน,71,13110
362,บ้านโพธิ์,บ้านโพธิ์,71,13110
363,มารวิชัย,มารวิชัย,71,13110
364,รางจรเข้,รางจรเข้,71,13110
365,ลาดงา,ลาดงา,71,13110
366,สามกอ,สามกอ,71,13110
367,สามตุ่ม,สามตุ่ม,71,13110
368,หัวเวียง,หัวเวียง,71,13110
369,เจ้าเจ็ด,เจ้าเจ็ด,71,13110
370,เจ้าเสด็จ,เจ้าเสด็จ,71,13110
371,เสนา,เสนา,71,13110
372,กุฎี,กุฎี,72,13120
373,ตาลาน,ตาลาน,72,13120
374,ท่าดินแดง,ท่าดินแดง,72,13120
375,บ้านแค,บ้านแค,72,13120
376,บ้านใหญ่,บ้านใหญ่,72,13120
377,ผักไห่,ผักไห่,72,13120
378,ลาดชิด,ลาดชิด,72,13120
379,ลาดน้ำเค็ม,ลาดน้ำเค็ม,72,13120
380,หน้าโคก,หน้าโคก,72,13120
381,อมฤต,อมฤต,72,13120
382,โคกช้าง,โคกช้าง,72,13120
383,จำปา,จำปา,73,13130
384,ท่าเจ้าสนุก,ท่าเจ้าสนุก,73,13130
385,ท่าเรือ,ท่าเรือ,73,13130
386,บ้านร่อม,บ้านร่อม,73,13130
387,ปากท่า,ปากท่า,73,13130
388,วังแดง,วังแดง,73,13130
389,ศาลาลอย,ศาลาลอย,73,13130
390,หนองขนาก,หนองขนาก,73,13130
391,โพธิ์เอน,โพธิ์เอน,73,13130
392,กระจิว,กระจิว,74,13140
393,ดอนหญ้านาง,ดอนหญ้านาง,74,13140
394,พระแก้ว,พระแก้ว,74,13140
395,ภาชี,ภาชี,74,13140
396,ระโสม,ระโสม,74,13140
397,หนองน้ำใส,หนองน้ำใส,74,13140
398,โคกม่วง,โคกม่วง,74,13140
399,ไผ่ล้อม,ไผ่ล้อม,74,13140
400,กะทุ่ม,กะทุ่ม,75,13150
401,ท่าตอ,ท่าตอ,75,13150
402,น้ำเต้า,น้ำเต้า,75,13150
403,บางนา,บางนา,75,13150
404,บ้านขวาง,บ้านขวาง,75,13150
405,บ้านนา,บ้านนา,75,13150
406,บ้านใหม่,บ้านใหม่,75,13150
407,พิตเพียน,พิตเพียน,75,13150
408,มหาราช,มหาราช,75,13150
409,หัวไผ่,หัวไผ่,75,13150
410,เจ้าปลุก,เจ้าปลุก,75,13150
411,โรงช้าง,โรงช้าง,75,13150
412,ขนอนหลวง,ขนอนหลวง,76,13160
413,คลองจิก,คลองจิก,76,13160
414,คุ้งลาน,คุ้งลาน,76,13160
415,ตลาดเกรียบ,ตลาดเกรียบ,76,13160
416,ตลิ่งชัน,ตลิ่งชัน,76,13160
417,บางกระสั้น,บางกระสั้น,76,13160
418,บางประแดง,บางประแดง,76,13160
419,บ้านกรด,บ้านกรด,76,13160
420,บ้านพลับ,บ้านพลับ,76,13160
421,บ้านหว้า,บ้านหว้า,76,13160
422,บ้านเลน,บ้านเลน,76,13160
423,บ้านแป้ง,บ้านแป้ง,76,13160
424,บ้านโพ,บ้านโพ,76,13160
425,วัดยม,วัดยม,76,13160
426,สามเรือน,สามเรือน,76,13160
427,เกาะเกิด,เกาะเกิด,76,13160
428,บ้านสร้าง,บ้านสร้าง,76,13170
429,ข้าวงาม,ข้าวงาม,77,13170
430,ชะแมบ,ชะแมบ,77,13170
431,บ่อตาโล่,บ่อตาโล่,77,13170
432,พยอม,พยอม,77,13170
433,ลำตาเสา,ลำตาเสา,77,13170
434,ลำไทร,ลำไทร,77,13170
435,วังจุฬา,วังจุฬา,77,13170
436,วังน้อย,วังน้อย,77,13170
437,สนับทึบ,สนับทึบ,77,13170
438,หันตะเภา,หันตะเภา,77,13170
439,เชียงรากน้อย,เชียงรากน้อย,76,13180
440,กกแก้วบูรพา,กกแก้วบูรพา,78,13190
441,กระแชง,กระแชง,78,13190
442,ช่างเหล็ก,ช่างเหล็ก,78,13190
443,ช้างน้อย,ช้างน้อย,78,13190
444,บางพลี,บางพลี,78,13190
445,บางยี่โท,บางยี่โท,78,13190
446,บางไทร,บางไทร,78,13190
447,บ้านกลึง,บ้านกลึง,78,13190
448,บ้านม้า,บ้านม้า,78,13190
449,บ้านเกาะ,บ้านเกาะ,78,13190
450,บ้านแป้ง,บ้านแป้ง,78,13190
451,สนามชัย,สนามชัย,78,13190
452,หน้าไม้,หน้าไม้,78,13190
453,ห่อหมก,ห่อหมก,78,13190
454,แคตก,แคตก,78,13190
455,แคออก,แคออก,78,13190
456,โคกช้าง,โคกช้าง,78,13190
457,ไผ่พระ,ไผ่พระ,78,13190
458,ไม้ตรา,ไม้ตรา,78,13190
459,ข้าวเม่า,ข้าวเม่า,79,13210
460,คานหาม,คานหาม,79,13210
461,ธนู,ธนู,79,13210
462,บ้านช้าง,บ้านช้าง,79,13210
463,บ้านหีบ,บ้านหีบ,79,13210
464,สามบัณฑิต,สามบัณฑิต,79,13210
465,หนองน้ำส้ม,หนองน้ำส้ม,79,13210
466,หนองไม้ซุง,หนองไม้ซุง,79,13210
467,อุทัย,อุทัย,79,13210
468,เสนา,เสนา,79,13210
469,โพสาวหาญ,โพสาวหาญ,79,13210
470,ขยาย,ขยาย,80,13220
471,ขวัญเมือง,ขวัญเมือง,80,13220
472,ตานิม,ตานิม,80,13220
473,ตาลเอน,ตาลเอน,80,13220
474,ทับน้ำ,ทับน้ำ,80,13220
475,ทางกลาง,ทางกลาง,80,13220
476,บางนางร้า,บางนางร้า,80,13220
477,บางปะหัน,บางปะหัน,80,13220
478,บางเดื่อ,บางเดื่อ,80,13220
479,บางเพลิง,บางเพลิง,80,13220
480,บ้านขล้อ,บ้านขล้อ,80,13220
481,บ้านม้า,บ้านม้า,80,13220
482,บ้านลี่,บ้านลี่,80,13220
483,พุทเลา,พุทเลา,80,13220
484,หันสัง,หันสัง,80,13220
485,เสาธง,เสาธง,80,13220
486,โพธิ์สามต้น,โพธิ์สามต้น,80,13220
487,คลองพระยาบันลือ,คลองพระยาบันลือ,81,13230
488,คู้สลอด,คู้สลอด,81,13230
489,พระยาบันลือ,พระยาบันลือ,81,13230
490,ลาดบัวหลวง,ลาดบัวหลวง,81,13230
491,สามเมือง,สามเมือง,81,13230
492,สิงหนาท,สิงหนาท,81,13230
493,หลักชัย,หลักชัย,81,13230
494,คลองน้อย,คลองน้อย,82,13240
495,บ้านแพรก,บ้านแพรก,82,13240
496,บ้านใหม่,บ้านใหม่,82,13240
497,สองห้อง,สองห้อง,82,13240
498,สำพะเนียง,สำพะเนียง,82,13240
499,กบเจา,กบเจา,83,13250
500,ทางช้าง,ทางช้าง,83,13250
501,น้ำเต้า,น้ำเต้า,83,13250
502,บางชะนี,บางชะนี,83,13250
503,บางบาล,บางบาล,83,13250
504,บางหลวง,บางหลวง,83,13250
505,บางหลวงโดด,บางหลวงโดด,83,13250
506,บางหัก,บางหัก,83,13250
507,บ้านกุ่ม,บ้านกุ่ม,83,13250
508,บ้านคลัง,บ้านคลัง,83,13250
509,พระขาว,พระขาว,83,13250
510,มหาพราหมณ์,มหาพราหมณ์,83,13250
511,วัดตะกู,วัดตะกู,83,13250
512,วัดยม,วัดยม,83,13250
513,สะพานไทย,สะพานไทย,83,13250
514,ไทรน้อย,ไทรน้อย,83,13250
515,คลองสะแก,คลองสะแก,84,13260
516,ท่าช้าง,ท่าช้าง,84,13260
517,นครหลวง,นครหลวง,84,13260
518,บางพระครู,บางพระครู,84,13260
519,บางระกำ,บางระกำ,84,13260
520,บ่อโพง,บ่อโพง,84,13260
521,บ้านชุ้ง,บ้านชุ้ง,84,13260
522,ปากจั่น,ปากจั่น,84,13260
523,พระนอน,พระนอน,84,13260
524,สามไถ,สามไถ,84,13260
525,หนองปลิง,หนองปลิง,84,13260
526,แม่ลา,แม่ลา,84,13260
527,บางซ้าย,บางซ้าย,85,13270
528,ปลายกลัด,ปลายกลัด,85,13270
529,วังพัฒนา,วังพัฒนา,85,13270
530,เต่าเล่า,เต่าเล่า,85,13270
531,เทพมงคล,เทพมงคล,85,13270
532,แก้วฟ้า,แก้วฟ้า,85,13270
533,จักราช,จักราช,72,13280
534,ดอนลาน,ดอนลาน,72,13280
535,นาคู,นาคู,72,13280
536,ลำตะเคียน,ลำตะเคียน,72,13280
537,หนองน้ำใหญ่,หนองน้ำใหญ่,72,13280
538,ช้างใหญ่,ช้างใหญ่,78,13290
539,ราชคราม,ราชคราม,78,13290
540,เชียงรากน้อย,เชียงรากน้อย,78,13290
541,โพแตง,โพแตง,78,13290
542,ท่าหลวง,ท่าหลวง,73,18270
543,คลองวัว,คลองวัว,86,14000
544,จำปาหล่อ,จำปาหล่อ,86,14000
545,ตลาดกรวด,ตลาดกรวด,86,14000
546,ตลาดหลวง,ตลาดหลวง,86,14000
547,บางแก้ว,บางแก้ว,86,14000
548,บ้านรี,บ้านรี,86,14000
549,บ้านอิฐ,บ้านอิฐ,86,14000
550,บ้านแห,บ้านแห,86,14000
551,ป่างิ้ว,ป่างิ้ว,86,14000
552,มหาดไทย,มหาดไทย,86,14000
553,ย่านซื่อ,ย่านซื่อ,86,14000
554,ศาลาแดง,ศาลาแดง,86,14000
555,หัวไผ่,หัวไผ่,86,14000
556,โพสะ,โพสะ,86,14000
557,คลองขนาก,คลองขนาก,87,14110
558,ตลาดใหม่,ตลาดใหม่,87,14110
559,ท่าช้าง,ท่าช้าง,87,14110
560,บางจัก,บางจัก,87,14110
561,ม่วงเตี้ย,ม่วงเตี้ย,87,14110
562,ยี่ล้น,ยี่ล้น,87,14110
563,ศาลเจ้าโรงทอง,ศาลเจ้าโรงทอง,87,14110
564,สาวร้องไห้,สาวร้องไห้,87,14110
565,สี่ร้อย,สี่ร้อย,87,14110
566,หลักแก้ว,หลักแก้ว,87,14110
567,หัวตะพาน,หัวตะพาน,87,14110
